id	KSGS1	KSGS2	KSGS5	KSGS6	KSGS1_GB	KSGS2_GB	KSGS5_GB	KSGS6_GB	TR_young	TR_old	TR_young_log	TR_old_log
Csmd2	5	3	7	8	5381	4173	4243	5824	0.0008373456	0.0014900169	-3.07709525	-2.8268088096
Col18a1	7	8	15	19	9244	21932	16814	5932	0.0004811393	0.0014947683	-3.3177291337	-2.8254261178
Car11	9	5	4	7	4181	2911	3114	4242	0.0019740553	0.0014953779	-2.7046406913	-2.8252490354
Pde4b	13	19	6	15	11163	7117	6111	7925	0.001750547	0.0014961528	-2.7568262131	-2.8250240648
Gm28817	8	2	1	1	737	532	575	755	0.0078802206	0.0015037594	-2.1034616221	-2.8228216453
Nmnat3	2	5	4	1	1741	1548	1476	1817	0.0021283065	0.0015183723	-2.6719658335	-2.8186217264
Fpr3	1	1	1	1	584	499	588	721	0.0018467221	0.0015278839	-2.733598461	-2.8159096509
Thsd7b	13	3	8	11	6941	4831	5246	7166	0.0013591573	0.0015307767	-2.8667302708	-2.815088166
Hdhd2	1	1	1	2	1117	1159	1183	771	0.0008787346	0.0015353122	-3.0561422621	-2.8138033047
Akap6	9	5	2	8	3632	2682	2842	3657	0.0022172949	0.0015386983	-2.6541765419	-2.812846537
Chl1	5	2	4	13	6224	4167	4812	6215	0.0006736599	0.0015416704	-3.1715593048	-2.8120084532
Grin2a	3	4	6	5	3678	2785	3161	3971	0.0010830883	0.0015423444	-2.9653361159	-2.8118186493
Fbn1	9	1	2	4	2142	1664	1762	2121	0.0026274304	0.001545197	-2.580468784	-2.8110161402
Slc39a11	4	2	5	1	2454	2982	1927	1942	0.0011037528	0.0015507883	-2.9571281977	-2.8094474793
Mcc	17	7	6	11	6415	8663	5491	5438	0.001591723	0.0015554946	-2.7981324973	-2.8081315046
Insc	5	4	3	3	1233	1247	2392	1465	0.0036290323	0.0015556132	-2.4402091714	-2.8080983885
Nav3	3	5	8	8	5641	3925	4435	5833	0.0008362952	0.0015582392	-3.0776403895	-2.8073658773
Esrrb	2	5	4	1	1557	1226	1421	1783	0.0025152713	0.0015605493	-2.5994151663	-2.8067225031
Gm17721	5	2	1	1	762	895	762	518	0.0042245021	0.0015625	-2.3742244684	-2.806179974
Lrrtm4	5	4	8	8	5712	4189	4316	5917	0.0009089991	0.0015635688	-3.0414365511	-2.8058829915
Nkain2	15	6	11	12	8191	5547	6153	8517	0.0015286068	0.0015678255	-2.8157042173	-2.8047022778
L3mbtl4	8	7	4	7	3917	2694	2991	3991	0.0022689457	0.0015754798	-2.6441758981	-2.8025871593
Rps6ka3	4	1	3	1	1192	1155	1413	1122	0.0021303792	0.0015779093	-2.6715430853	-2.8019179723
Gm45459	11	6	2	2	1367	892	1136	1393	0.0075254537	0.0015816528	-2.1234673095	-2.800888838
Rara	5	5	5	7	3161	4719	4415	3169	0.0012690355	0.0015822785	-2.8965262175	-2.8007170783
Hpse2	5	4	8	5	4521	3321	3651	4544	0.0011476664	0.0015863331	-2.9401843285	-2.7996056056
Cdh18	7	1	7	12	6391	4284	5318	6582	0.0007494145	0.0015966387	-3.1252778967	-2.7967933604
Adarb2	2	8	6	7	4553	3274	3528	4611	0.0012776287	0.0015972478	-2.8935953338	-2.7966276962
Wbscr17	2	4	3	8	3866	2865	2956	3917	0.000891398	0.0016004656	-3.0499283402	-2.7957536588
Gm7716	6	7	5	1	1921	1415	1558	2144	0.0038968825	0.0016207455	-2.4092826897	-2.790285164
Klhl1	5	8	2	5	2531	1738	1828	2479	0.0030452097	0.0016252612	-2.5163828025	-2.7890768317
Eva1c	1	7	3	1	931	1187	1348	1113	0.0037771483	0.0016253555	-2.4228359688	-2.7890516224
Arhgef11l	1	3	9	5	3482	4652	4956	3611	0.000491763	0.0016341777	-3.3082441767	-2.7867007312
Borcs5	5	8	1	3	1118	1355	1331	1111	0.0052567732	0.0016380016	-2.2792807641	-2.7856856683
Ston2	4	5	7	3	2623	3583	3611	2467	0.0014502095	0.0016452781	-2.8385692618	-2.7837606957
Zmat4	11	5	7	6	4448	3244	3491	4389	0.0020800832	0.0016497462	-2.6819192929	-2.7825828652
Gm29536	9	5	5	4	2884	2135	2292	3137	0.0027894003	0.0016577639	-2.55448916	-2.7804773322
Mctp1	13	6	5	8	4274	3116	3396	4444	0.0025710419	0.0016581633	-2.5898908374	-2.7803727104
Grb11	9	4	3	1	1176	1116	1196	1214	0.0056719023	0.001659751	-2.246271261	-2.7799570512
Igsf21	9	1	6	1	2183	1898	1817	2397	0.0024503798	0.0016611296	-2.6107665948	-2.7795964913
Grm7	9	11	6	14	6711	4615	5158	6852	0.0017658485	0.0016652789	-2.7530465616	-2.7785130117
Grik2	5	6	9	5	4648	3198	3526	4857	0.0014019883	0.0016700465	-2.8532556186	-2.7772714305
Galntl6	3	4	12	11	7932	5337	5851	7863	0.0005275454	0.0016771183	-3.2777401541	-2.7754363091
Nlgn1	12	3	9	11	6517	4417	5166	6754	0.0013718676	0.0016778523	-2.8626878105	-2.7752462597
Atp8a2	5	7	3	12	4653	3458	3716	5199	0.0014794723	0.0016825575	-2.8298931554	-2.7740300885
Cdh23	11	9	11	5	4438	3997	4334	5131	0.0023710729	0.0016904385	-2.6250550913	-2.7720006356
Gm15155	5	8	2	5	2387	1581	1786	2334	0.0032762097	0.0016990291	-2.4846283112	-2.769799176
Cpsf6	3	7	2	4	2115	2427	2119	1386	0.0022016733	0.0017118402	-2.6572471299	-2.7665367719
Hif1a	7	3	1	7	2573	2943	2814	1853	0.0018129079	0.0017141633	-2.7416242575	-2.7659478139
Tmcc3	11	14	11	5	4111	3824	4894	4432	0.0031505986	0.0017156337	-2.5016069224	-2.7655754285
Pias1	12	1	2	9	3178	3215	3955	2451	0.0020334741	0.0017171402	-2.6917613521	-2.7651942492
Dlgap4	3	6	7	4	3153	3178	3577	2817	0.0014215764	0.0017203628	-2.8472298041	-2.7643799468
Prdm16	13	11	3	8	3255	2582	2856	3536	0.0041117012	0.0017209011	-2.3859784516	-2.7642440811
Naaladl2	16	13	11	21	11635	8513	7415	11148	0.0014393488	0.0017238593	-2.8418339443	-2.7634981864
Gm43824	9	1	5	1	2138	1319	1518	1955	0.0028926815	0.001727613	-2.5386993795	-2.7625535329
Mir99ahg	8	3	7	8	4835	4212	4144	4534	0.0012158727	0.0017285089	-2.9151119052	-2.7623283867
Tet3	11	6	9	7	5194	6221	5269	3977	0.0014892685	0.001730478	-2.8270269944	-2.7618339064
Mgat4c	1	6	6	9	4913	3175	3547	5119	0.0008654797	0.0017309024	-3.0627431026	-2.7617274256
Unc5d	8	11	8	6	4511	3217	3415	4651	0.0024585921	0.0017356806	-2.6093135125	-2.760530182
Slc44a5	4	6	5	3	2513	1879	1994	2596	0.002276867	0.0017429194	-2.6426623314	-2.7587226985
Aqp9	39	53	7	14	8511	12169	6152	5849	0.0044487427	0.0017498542	-2.3517627071	-2.756998141
Cacnb2	5	5	2	8	3187	2264	2535	3178	0.0018345258	0.0017503938	-2.736476182	-2.7568642241
Grin2b	6	9	6	7	3991	3112	3218	4175	0.0021117838	0.0017584201	-2.6753505556	-2.7548773539
Phex	1	2	1	2	875	578	762	944	0.0020646937	0.0017584994	-2.6851443596	-2.7548577721
Tmeff2	12	9	6	1	2179	1513	1732	2228	0.005687974	0.0017676768	-2.2450423976	-2.7525971459
Runx2	13	6	9	2	3276	2453	2751	3467	0.0033164601	0.0017690576	-2.4793252213	-2.7522580325
Adcy1	3	7	3	2	1111	1142	1629	1196	0.0044385264	0.0017699115	-2.3527611917	-2.7520484478
Zfp536	1	2	4	5	2571	2181	2328	2748	0.0006313131	0.0017730496	-3.1997551773	-2.751279104
Slit3	7	16	11	7	5149	4112	4474	5672	0.0024835331	0.0017740982	-2.6049300482	-2.7510223529
Serpinb3b	1	1	1	1	624	361	511	612	0.0020304569	0.0017809439	-2.6924062348	-2.7493497606
Camk2b	5	5	4	12	2296	9695	5158	3817	0.0008339588	0.0017827298	-3.078855403	-2.7489144746
Igsf8	6	1	4	1	1123	1513	1621	1181	0.0026555387	0.0017844397	-2.5758473659	-2.7484981266
Kcnn2	13	6	7	8	4638	8131	4111	4294	0.0014879787	0.001784652	-2.827403286	-2.7484464587
Dcun1d4	11	5	2	6	2671	2964	2513	1967	0.0028393966	0.0017857143	-2.5467739377	-2.748188027
Abcg2	8	7	1	5	1815	2151	1917	1441	0.0037821483	0.0017867778	-2.4222614508	-2.7479294414
Gm28513	31	17	17	26	14293	26561	18264	5733	0.0011749156	0.0017918907	-2.9299933472	-2.7466884959
Hnf4a	41	75	77	11	14916	29976	31781	16979	0.0025839793	0.001804758	-2.587710965	-2.7435810248
Mapk11	2	2	1	7	2521	1719	1911	2515	0.0009433962	0.0018075011	-3.0253058653	-2.7429214226
RP24-553E23.8	1	1	1	1	531	557	612	493	0.0018382353	0.0018099548	-2.7355988997	-2.7423322824
Xrcc6	16	5	2	5	1788	2256	2196	1644	0.0051928783	0.0018229167	-2.2845918522	-2.7392331844
Gm11916	2	4	5	2	1819	1495	1663	2174	0.0018105009	0.0018243419	-2.7422012537	-2.7388937592
Kcnmb2	3	6	4	4	2395	1721	1821	2558	0.0021865889	0.0018269011	-2.6602328567	-2.7382849582
Alk	5	13	4	17	6572	4488	4981	6485	0.0016274864	0.0018315018	-2.7884826219	-2.7371926427
Col19a1	2	4	2	6	2518	1742	1867	2481	0.0014084507	0.0018399264	-2.8512583487	-2.7351995484
Arhgap29	12	8	8	5	4615	4818	4318	2729	0.0021202163	0.0018447566	-2.6736198388	-2.7340609192
Itih2	11	18	13	4	5444	5767	7233	1964	0.0025867452	0.0018484288	-2.5872463547	-2.7331972651
Cpne4	7	4	5	8	3851	2718	3124	3899	0.0016745319	0.0018510608	-2.7761065767	-2.7325793161
4932411E22Rik	4	7	7	4	3188	2442	2465	3433	0.0019538188	0.001865039	-2.7091157097	-2.7293120831
Oca2	11	3	3	4	2144	1564	1582	2162	0.0037756203	0.0018696581	-2.4230116898	-2.7282378001
Cntnap4	5	2	3	5	2434	1758	1854	2424	0.0016698473	0.0018700327	-2.777323234	-2.7281507932
Spock1	5	9	5	11	4411	3483	3681	4873	0.0017734989	0.00187047	-2.7511690864	-2.7280492633
Dnaja3	6	1	4	6	2165	3121	3216	2115	0.0013242527	0.0018758207	-2.8780291188	-2.7268086825
Jakmip3	9	7	1	3	1171	856	918	1198	0.0078934386	0.0018903592	-2.102733766	-2.723455672
Fat3	7	3	2	15	4938	3316	3831	5161	0.0012115338	0.0018905694	-2.9166644645	-2.7234073768
Sacs	6	2	1	3	1111	845	956	1158	0.0040899796	0.0018921476	-2.3882788635	-2.7230449916
Smdt1	1	1	1	1	489	623	675	381	0.0017985612	0.0018939394	-2.7450747916	-2.7226339225
Muc19	2	1	1	1	621	381	445	611	0.002994012	0.0018939394	-2.5237464668	-2.7226339225
Cdyl	8	11	5	6	3181	3152	2956	2847	0.0030001579	0.0018955713	-2.5228558871	-2.7222598854
Slc1a2	7	2	7	5	3723	6391	2896	3415	0.0008898556	0.0019014419	-3.0506804399	-2.7209169341
Fer	6	9	3	6	2451	2287	2295	2427	0.0031658928	0.001905972	-2.4995037973	-2.7198834733
D631133O11Rik	4	2	3	3	2118	2329	1824	1316	0.0013492242	0.001910828	-2.8699158791	-2.7187783977
Abca13	1	7	5	7	3472	2581	2754	3514	0.0013216587	0.0019144863	-2.8788806869	-2.7179477417
Gli2	7	6	7	1	2229	1755	1755	2422	0.0032630522	0.0019152502	-2.4863759774	-2.7177744883
Zcchc16	3	2	4	1	1374	1118	1128	1481	0.0020064205	0.0019164431	-2.6975780337	-2.7175040748
Ccdc7b	1	1	1	1	634	357	442	599	0.0020181635	0.0019212296	-2.6950436588	-2.7164207338
Iqgap1	8	3	4	4	1365	1411	2191	1971	0.003962536	0.0019221528	-2.4020267766	-2.7162120889
Gm45341	1	1	1	1	611	411	413	626	0.0019569472	0.0019249278	-2.7084209001	-2.7155855519
Ptchd4	5	8	3	2	1429	1151	1152	1443	0.0050387597	0.0019267823	-2.2976763537	-2.7151673578
Stag1	17	5	9	12	5527	5486	5977	4914	0.0019976392	0.0019281976	-2.6994829584	-2.7148484633
Creb3l3	4	2	8	8	4655	6214	5299	2997	0.0005520287	0.0019286403	-3.2580383384	-2.7147487607
Usp14	2	2	2	1	939	761	841	711	0.0023529412	0.0019329897	-2.6283889301	-2.7137704622
Cntn1	16	3	1	7	2277	1619	1733	2394	0.0048767967	0.0019384541	-2.3118653473	-2.7125444819
Pole4	5	1	1	5	1616	1895	1829	1261	0.0017089148	0.0019417476	-2.7672795791	-2.711807229
Ank3	3	1	15	8	7286	7587	5991	5848	0.0002689437	0.0019427316	-3.5703385866	-2.7115871845
Nisch	7	6	5	6	2253	3196	3541	2117	0.0023857589	0.0019441499	-2.6223734556	-2.711270258
Zpld1	1	1	1	1	497	342	464	563	0.0023837902	0.0019474197	-2.6227319652	-2.7105404479
Gm33216	1	1	1	2	936	577	643	892	0.0013218771	0.0019543974	-2.8788089324	-2.7089871251
Rp9	7	5	3	3	1311	1567	1732	1338	0.0041695622	0.0019543974	-2.3799095436	-2.7089871251
Gm26551	13	7	26	3	7596	9485	8654	6175	0.0011708916	0.0019556275	-2.931483297	-2.7087138673
Xlr5a	1	1	1	1	586	677	591	431	0.0015835313	0.0019569472	-2.8003733549	-2.7084209001
Gm13481	6	3	6	4	2932	2166	2191	2919	0.0017653982	0.0019569472	-2.7531573217	-2.7084209001
Gm21754	4	4	7	2	2489	1727	1954	2643	0.0018975332	0.0019577986	-2.7218106152	-2.7082319943
Trpc5	5	1	1	3	1163	738	778	1265	0.0031562336	0.001957905	-2.5008308665	-2.7082083753
Cnbd1	1	3	3	3	1783	1236	1213	1848	0.001324942	0.0019601437	-2.8778031217	-2.7077120792
Ulk4	5	15	2	11	3376	3114	3145	3461	0.0030816641	0.001967908	-2.5112147011	-2.705995217
Ryr2	11	1	6	11	4535	3387	3725	4878	0.001514769	0.0019760549	-2.819653592	-2.7042010015
Dync1i1	3	4	5	4	2566	1884	1968	2573	0.0015730337	0.0019819423	-2.803261971	-2.7029089925
4931591L21Rik	3	1	1	1	574	421	394	615	0.0040201005	0.0019821606	-2.3957630894	-2.7028611706
Eps8	4	1	2	5	1785	1491	1631	1898	0.0015262515	0.0019835647	-2.8163738888	-2.7025536183
Adcy2	2	3	2	9	3184	2123	2351	3177	0.0009421519	0.0019898698	-3.0258790833	-2.7011753492
Megf11	9	7	4	11	3529	3638	3536	3999	0.0022324543	0.00199071	-2.6512174218	-2.7009919976
Unc13c	7	9	4	9	3611	2573	2788	3738	0.0025873221	0.0019920319	-2.5871494983	-2.7007037171
1711112D23Rik	16	16	7	14	5494	8433	7141	3363	0.0022976951	0.0019992384	-2.6387075973	-2.6991354183
4932411K12Rik	7	3	1	5	1646	1181	1241	1753	0.0035373187	0.002004008	-2.4513258085	-2.6981005456
Gm8739	5	2	1	4	1137	936	1153	1337	0.0033767487	0.0020080321	-2.4715012621	-2.6972293428
Cnot7	17	11	2	2	1168	1536	1269	718	0.0103550296	0.0020130851	-1.9848486559	-2.6961378758
Ncald	9	8	8	7	3921	3116	3335	4112	0.0024158022	0.0020142339	-2.6169386296	-2.6958900948
Slc22a22	1	6	4	2	1598	1115	1251	1723	0.0025801696	0.0020174849	-2.5883517537	-2.6951897138
Tg	4	1	3	5	1864	1599	1734	2224	0.0014438348	0.0020212228	-2.8404824872	-2.6943858029
Mllt11	15	25	16	12	7563	9452	8112	5711	0.0023508669	0.0020256095	-2.6287719621	-2.6934442767
Lingo1	7	3	1	6	1731	1454	1541	1911	0.0031397174	0.00202781	-2.5031094367	-2.692972747
Lamb3	11	9	9	11	4191	5396	6694	3168	0.0020861583	0.0020279862	-2.6806527317	-2.6929350025
Gm26883	8	5	6	7	3468	2947	3124	3271	0.0020265004	0.0020328382	-2.6932533084	-2.6918971965
C77181	14	7	7	4	2865	3171	3578	1819	0.0034791252	0.0020381694	-2.4585299364	-2.6907597329
Hs6st3	2	8	8	13	5719	4172	4472	5818	0.0010110201	0.0020408163	-2.9952402019	-2.69019608
Sptlc3	4	1	1	3	994	683	784	1175	0.0029815146	0.0020418581	-2.5255630583	-2.6899744447
Gm28928	5	4	2	8	2517	1741	2112	2765	0.0021136684	0.0020504408	-2.6749631477	-2.6881527556
Sntg1	5	7	5	16	5756	3925	4414	5821	0.0012395414	0.0020517831	-2.9067389741	-2.6878685523
Dgkb	7	1	4	15	5344	3459	3779	5419	0.0009087811	0.0020656664	-3.0415407149	-2.6849398043
Plekha6	4	7	8	17	8865	7681	7131	4969	0.0006648132	0.0020661157	-3.1773003348	-2.6848453616
Ank2	8	11	9	11	5524	4376	4346	5311	0.0019191919	0.0020710366	-2.7168815936	-2.6838122357
Gm44915	1	7	8	9	4659	3117	3411	4791	0.0010288066	0.0020726652	-2.9876662649	-2.6834708436
Pdzrn4	6	1	4	7	2983	2172	2413	2886	0.0013579049	0.0020758634	-2.8671306296	-2.6828012344
Prkd1	7	16	2	7	2262	1698	1931	2397	0.0058080808	0.0020794824	-2.2359673499	-2.6820447427
4931578G11Rik	1	1	1	1	461	382	486	474	0.0023724792	0.0020833333	-2.624797579	-2.6812412374
Grm5	6	2	11	3	3864	2623	2848	3867	0.0012332357	0.0020848846	-2.9089539109	-2.6809179813
Trim2	12	7	3	8	2136	2181	3493	1773	0.0044012045	0.002088872	-2.3564284477	-2.6800881696
Parp16	11	12	11	12	5951	7215	7618	3391	0.0017469239	0.0020891997	-2.7577260147	-2.6800200357
Gbp8	1	1	1	1	375	335	359	596	0.0028169014	0.0020942408	-2.5502283531	-2.6789733759
Rbfox1	5	8	11	8	4979	3713	3926	5134	0.0014956282	0.0020971302	-2.8251763653	-2.6783745967
Gm7135	1	3	3	2	1375	929	997	1378	0.0017361111	0.0021052632	-2.7604224834	-2.6766936096
Cacna1i	3	6	2	3	1153	913	1115	1252	0.0043562439	0.0021123785	-2.3608878077	-2.6752282536
Mtus2	4	11	5	7	3168	2315	2549	3121	0.0027357286	0.0021164021	-2.5629269868	-2.6744018128
Gm21498	1	1	1	1	511	637	566	377	0.0017421603	0.0021208908	-2.7589118924	-2.6734816971
Gm12381	1	1	2	5	1929	1312	1356	1936	0.0006170935	0.002126367	-3.2096490354	-2.6723617865
A931111G23Rik	16	14	21	19	8515	13684	9898	8847	0.0013514122	0.0021339024	-2.8692121565	-2.6708254534
Mdm4	1	4	2	5	1738	1688	1883	1392	0.0014594279	0.0021374046	-2.8358173543	-2.6701132643
Mical3	2	13	19	3	3813	4524	6495	3759	0.0017992083	0.0021455042	-2.7449185424	-2.6684706323
Dfna5	6	8	1	5	1548	1217	1621	1151	0.0050632911	0.0021645022	-2.2955671	-2.6646419756
4931467D21Rik	4	1	2	5	1852	1219	1349	1879	0.0016281342	0.0021685254	-2.7883098121	-2.663835486
Glrx2	1	1	1	1	477	486	499	421	0.0020768432	0.002173913	-2.6825962915	-2.6627578317
Ap5s1	14	11	1	3	883	1128	1161	676	0.0124316261	0.0021774633	-1.9054720619	-2.662049165
Ano4	3	9	5	7	3188	2141	2349	3161	0.0022518296	0.0021778584	-2.6474644742	-2.6619703528
Socs6	4	3	6	4	2364	1911	2191	2398	0.0016374269	0.002179124	-2.785838079	-2.6617180577
Mprip	23	19	6	8	2561	3295	3924	2491	0.0071721311	0.002182385	-2.1443517777	-2.661068625
Grik3	1	3	4	5	2126	1735	1817	2287	0.001036001	0.0021929825	-2.9846398103	-2.6589648427
Baz1a	5	8	4	11	3184	3783	3991	2842	0.0018659394	0.002195229	-2.7291024582	-2.6585201617
Gpcpd1	9	6	7	2	2654	6474	1499	2592	0.0016432954	0.0021999511	-2.7842843724	-2.6575869701
St7	5	6	9	4	3183	2974	2985	2924	0.0017865844	0.0022000338	-2.7479764684	-2.6575706377
Gm26759	21	13	8	7	2621	5485	4672	2137	0.0041944239	0.0022029667	-2.3773276824	-2.6569920751
Nfatc2	15	5	3	3	1299	1113	1159	1556	0.008291874	0.0022099448	-2.0813473078	-2.6556185835
Nell2	8	11	4	6	2349	1817	1912	2611	0.0045607297	0.002210922	-2.3409656647	-2.6554265877
Gm28494	4	11	5	4	2322	1617	1741	2319	0.0038080731	0.0022167488	-2.4192947218	-2.6542835241
Gm14798	2	1	2	1	691	816	734	614	0.00199071	0.0022255193	-2.7009919976	-2.6525686375
Gm26714	12	15	6	5	1252	2335	4198	742	0.0075271815	0.0022267206	-2.1233676125	-2.6523342638
Kcnq5	5	7	6	11	4321	2963	3216	4385	0.0016474465	0.0022365478	-2.7831886911	-2.6504218112
Dab2	3	1	8	1	2159	1976	2136	1885	0.0009673519	0.0022382492	-3.0144155226	-2.6500915637
Myrip	5	8	2	5	1663	1374	1358	1769	0.00428054	0.0022385673	-2.3685014396	-2.6500298412
2611114E21Rik	6	8	4	2	1591	1138	1113	1565	0.0051300843	0.002240478	-2.2898755	-2.6496593223
Gpc6	25	21	13	22	8863	6359	6698	8918	0.0030219419	0.002241291	-2.5197138859	-2.649501756
Frmd4b	28	22	26	22	11943	12676	13559	7846	0.0020309517	0.0022424667	-2.692300404	-2.6492739948
RP23-186O3.11	1	3	1	1	391	533	587	298	0.0043290043	0.002259887	-2.3636119799	-2.645913275
Gm11133	13	11	4	3	1713	1144	1349	1748	0.00840042	0.0022602519	-2.0756989987	-2.6458431653
Kcnb2	16	3	8	7	3457	2491	2918	3697	0.003194351	0.0022675737	-2.4956173589	-2.6444385895
Zfp229	1	1	1	2	679	661	752	567	0.0014925373	0.0022744503	-2.8260748027	-2.6431235408
Rit2	9	1	3	7	2498	1715	1881	2511	0.0023736055	0.002276867	-2.6245914591	-2.6426623314
Khdrbs2	11	12	5	9	3494	2356	2524	3611	0.0039316239	0.0022819886	-2.4054280301	-2.6416865314
Rims2	6	12	1	13	3462	2397	2559	3571	0.0030721966	0.0022838499	-2.5125509929	-2.6413324388
Tnr	7	8	1	11	3168	2166	2314	2924	0.0028121485	0.0022909507	-2.5509617523	-2.639984248
Mybpc1	3	4	1	2	845	552	548	757	0.0050107373	0.0022988506	-2.3000983661	-2.638489257
Pde4dip	6	11	11	17	6916	8961	6996	5172	0.0010707312	0.0023011177	-2.9703195234	-2.6380611697
Gm21757	6	3	6	1	1673	1199	1261	1781	0.0031337047	0.0023011177	-2.5039419261	-2.6380611697
Atf7ip	1	1	6	7	2711	2833	3195	2449	0.0003607504	0.002303331	-3.4427932259	-2.6376436528
Gm28152	2	1	1	1	431	657	519	349	0.0027573529	0.0023041475	-2.5595076406	-2.6374897295
Cacna1a	11	4	6	9	3132	2842	3158	3324	0.0025108805	0.0023141006	-2.6001739592	-2.6356177676
1711117G11Rik	8	7	3	12	3633	2483	2656	3793	0.0024525834	0.002325942	-2.6103762177	-2.6334011179
Adgrv1	11	7	12	11	5951	4598	4258	5626	0.0017063229	0.0023269931	-2.7679387872	-2.6332049007
Rapgef5	1	11	5	11	3375	3421	3652	3221	0.0017657446	0.0023279499	-2.7530721241	-2.6330263613
Hdac7	4	5	4	2	1157	1251	1446	1121	0.0037375415	0.0023373588	-2.4274139731	-2.6312746183
Frmd5	3	9	3	6	2176	1615	1567	2282	0.0031653917	0.0023382697	-2.4995725384	-2.6311054017
Plb1	7	2	5	1	1291	987	1177	1384	0.0039508341	0.0023428348	-2.4033112103	-2.6302583281
Fam135b	7	6	2	7	2182	1511	1575	2259	0.0035201733	0.0023474178	-2.4534359553	-2.6294095991
Rgs3	1	3	11	7	3144	3298	3815	3845	0.0006209252	0.0023498695	-3.2069607292	-2.6289562645
Gm21517	1	2	2	1	613	836	729	547	0.0020703934	0.0023510972	-2.6839471308	-2.6287294197
Myo7b	6	11	1	3	816	886	769	927	0.0099882491	0.0023584906	-2.0005106344	-2.6273658566
Ldha	5	9	16	4	2161	2631	6627	1849	0.0029215359	0.0023596036	-2.5343887737	-2.6271609524
Cacna1c	14	11	11	14	5546	4496	4681	5911	0.0024895439	0.0023602719	-2.6038802084	-2.6270379634
Celsr1	7	11	5	6	1633	1523	2913	1744	0.0057034221	0.0023620356	-2.2438644894	-2.6267135528
Kcnh1	2	7	11	1	2761	2185	2163	2912	0.0018196522	0.002364532	-2.7400116026	-2.6262548005
Gm21125	8	3	4	2	1178	941	1118	1418	0.0051911279	0.0023659306	-2.2847382716	-2.6259979988
Ak5	2	3	1	8	1831	1584	1675	2119	0.0014641288	0.0023721666	-2.8344207037	-2.6248548171
Kifc3	4	3	8	3	1622	1691	3113	1517	0.0021128886	0.0023758099	-2.6751233959	-2.6241883059
Alcam	17	11	13	9	6128	5926	5896	3361	0.0023228804	0.0023765799	-2.6339731558	-2.6240475829
Shank2	1	12	18	6	4368	4376	5173	4871	0.0014867338	0.0023894863	-2.8277667966	-2.6216954623
Greb1	5	11	3	2	1141	889	889	1199	0.0078817734	0.002394636	-2.1033760553	-2.62076049
Gcom1	4	1	1	1	484	531	457	378	0.0049261084	0.0023952096	-2.3074960379	-2.6206564798
Cacna1d	17	25	16	6	4696	4277	4411	4773	0.0046807088	0.0023954704	-2.3296883774	-2.6206091942
Astn2	15	15	14	24	8461	6234	7212	8639	0.0020415107	0.0023973251	-2.6900483357	-2.6202730694
Tiam2	18	14	6	4	2223	1743	1816	2353	0.008068583	0.0023986568	-2.0932027315	-2.6200318951
Sox2ot	9	3	11	11	4853	3561	3963	5194	0.0014261944	0.0024025336	-2.8458212616	-2.6193305334
Ppp2r5a	13	5	13	7	4748	5427	5525	2798	0.0017690418	0.0024029797	-2.7522619128	-2.619249899
Slc38a4	16	41	16	18	22317	33348	5151	8975	0.0010239828	0.0024069092	-2.9897073577	-2.6185402849
Dgki	1	3	9	8	3691	2633	3111	3947	0.0006325111	0.0024086143	-3.1989318699	-2.6182327326
Gm29169	11	8	1	2	681	463	531	712	0.0166083916	0.0024135157	-1.7796724235	-2.6173498739
Sema6d	18	13	8	22	6193	4961	5852	6563	0.002779272	0.0024164317	-2.5560689463	-2.6168254692
Ano3	1	1	2	7	1998	1451	1525	2192	0.0005798782	0.0024213075	-3.2366631987	-2.6159500517
Sorcs2	5	3	11	7	3768	2889	3261	4168	0.0012017425	0.0024229371	-2.92018857	-2.6156578532
Amotl1	2	7	1	6	1583	1414	1495	1384	0.003003003	0.0024313998	-2.5224442335	-2.6141436249
Adamtsl1	11	18	5	23	6442	4625	4895	6583	0.002620403	0.0024394494	-2.581631912	-2.6127081891
Dscaml1	11	13	4	11	3121	2542	2681	3453	0.0042380364	0.0024453864	-2.3728353199	-2.6116525126
Slc35f4	2	11	2	6	1751	1211	1297	1969	0.0043889264	0.0024494795	-2.3576417019	-2.6109261934
Gm29865	3	2	3	6	2127	1331	1556	2118	0.0014459225	0.0024496462	-2.8398549846	-2.6108966425
Snhg14	4	3	7	4	2372	2177	2124	2346	0.0015387997	0.0024608501	-2.8128178968	-2.608914838
Ppp2r2b	6	2	5	11	3675	2619	2781	3711	0.0012710518	0.0024645718	-2.8958367516	-2.6082585285
Hydin	8	3	5	9	3115	2118	2444	3226	0.0021020447	0.0024691358	-2.6773580496	-2.6074550232
Egfem1	11	6	11	9	4829	3369	3421	4673	0.0020736765	0.0024709661	-2.6832589926	-2.6071332044
Ak2	7	5	1	11	3868	3373	2241	2612	0.0016572297	0.0024726973	-2.7806173014	-2.6068290453
Efhc2	6	1	1	2	619	471	515	696	0.0064220183	0.0024772915	-2.1923284579	-2.6060228884
Gm26668	12	6	8	11	3793	4415	4463	3195	0.0021929825	0.0024810656	-2.6589648427	-2.6053617611
Gda	5	13	3	4	1191	1526	1229	1585	0.006624954	0.0024875622	-2.1788171333	-2.6042260531
Zmynd8	8	11	12	4	2969	3814	3573	2843	0.0028011204	0.0024937656	-2.5526682161	-2.6031443726
