id	KSGS1	KSGS2	KSGS5	KSGS6	KSGS1_GB	KSGS2_GB	KSGS5_GB	KSGS6_GB	TR_young	TR_old	TR_young_log	TR_old_log
Apol8	21	5	7	11	68	79	69	67	0.1768707483	0.1323529412	-0.7523439868	-0.8782664033
RP24-74P1.1	9	7	1	8	32	22	29	39	0.2962962963	0.1323529412	-0.5282737772	-0.8782664033
Cpne9	17	38	29	31	241	174	214	239	0.1325301205	0.1324503311	-0.8776854072	-0.8779469516
Serpina3b	6	4	13	9	87	71	83	83	0.0632911392	0.1325301205	-1.198657087	-0.8776854072
Olfr1156	2	6	5	6	74	41	44	39	0.0695652174	0.1325301205	-1.1576078534	-0.8776854072
4921511H13Rik	7	3	6	5	41	49	37	46	0.1111111111	0.1325301205	-0.9542425094	-0.8776854072
Olfr324	3	5	8	3	41	22	34	49	0.126984127	0.1325301205	-0.8962505625	-0.8776854072
Gm16119	12	2	4	7	61	36	41	42	0.1443298969	0.1325301205	-0.8406436986	-0.8776854072
Rhobtb3	194	253	122	71	919	1114	715	741	0.2198721102	0.1325549451	-0.6578298555	-0.877604066
Gm2366	13	8	13	11	129	93	89	92	0.0945945946	0.1325966851	-1.0241336797	-0.8774673332
Gm9561	1	1	4	9	54	46	51	47	0.02	0.1326530612	-1.6989700043	-0.8772827234
Pramel1	1	2	5	8	36	42	55	43	0.0384615385	0.1326530612	-1.414973348	-0.8772827234
Gm11119	7	1	7	6	44	24	36	62	0.1176470588	0.1326530612	-0.9294189257	-0.8772827234
Mr1	21	21	35	25	237	215	217	235	0.092920354	0.1327433628	-1.0318891444	-0.8769871844
Prss56	15	5	8	7	61	56	44	69	0.1709401709	0.1327433628	-0.7671558661	-0.8769871844
Ppa2	134	219	211	114	1198	1363	1326	1121	0.1378367825	0.1328156927	-0.8606348731	-0.8767506084
Tspan12	361	622	418	247	3253	4439	2879	2127	0.1277951118	0.1328405913	-0.8934857577	-0.8766692
Treml1	5	6	8	11	72	54	62	81	0.0873015873	0.1328671329	-1.05897786	-0.8765824365
Olfr286	13	12	5	16	89	49	69	89	0.1811594203	0.1329113924	-0.7419390777	-0.8764377922
Sbno1	251	278	264	174	1731	1713	1881	1414	0.1536004646	0.1329286798	-0.8136074707	-0.8763813084
Ino81d	424	433	416	247	2883	2695	2846	2137	0.1536392972	0.1330523781	-0.813497688	-0.8759773588
RP24-63K13.5	83	227	195	116	1181	1831	1159	1178	0.1029216467	0.1330765939	-0.9874932737	-0.8758983234
Micu2	119	171	137	125	972	1151	843	1124	0.1365991521	0.1331977631	-0.8645519963	-0.8755030686
Acyp2	71	91	162	118	891	691	928	1174	0.1024020228	0.13320647	-0.9896914646	-0.8754746804
Atp9b	536	584	564	292	3495	3152	3541	2884	0.1684970663	0.133229572	-0.7734076561	-0.8753993673
Gpr165	1	1	1	1	26	18	4	11	0.0454545455	0.1333333333	-1.3424226808	-0.8750612634
Osr1	2	5	9	13	74	43	54	111	0.0598290598	0.1333333333	-1.2230878217	-0.8750612634
Gm29346	2	3	8	4	44	35	37	53	0.0632911392	0.1333333333	-1.198657087	-0.8750612634
Odf4	4	3	7	5	54	25	31	59	0.0886075949	0.1333333333	-1.0525290513	-0.8750612634
Olfr764-ps1	4	1	2	6	31	25	36	24	0.0892857143	0.1333333333	-1.0492180227	-0.8750612634
H2-M5	6	2	7	3	51	33	34	41	0.0952380952	0.1333333333	-1.0211892991	-0.8750612634
Ankrd1	7	2	7	11	47	44	48	87	0.0989010989	0.1333333333	-1.0047988829	-0.8750612634
Apobec4	8	2	7	7	63	28	44	61	0.1098901099	0.1333333333	-0.9590413923	-0.8750612634
Mstn	4	5	5	9	39	33	51	54	0.125	0.1333333333	-0.903089987	-0.8750612634
Gm11436	1	1	3	1	5	6	18	12	0.1818181818	0.1333333333	-0.7403626895	-0.8750612634
Olfr1215	9	5	4	6	46	26	28	47	0.1944444444	0.1333333333	-0.7112044608	-0.8750612634
Olfr889	9	4	1	5	29	23	17	28	0.25	0.1333333333	-0.6020599913	-0.8750612634
Gm43961	7	4	2	4	21	8	14	31	0.3793103448	0.1333333333	-0.4210053127	-0.8750612634
Tgif2	21	57	55	44	453	547	446	296	0.078	0.1334231806	-1.1079053973	-0.8747687107
Tlr5	54	49	95	57	489	422	666	473	0.1130625686	0.1334503951	-0.9466811523	-0.8746801361
Ptprf	417	462	751	263	2793	2966	5382	2212	0.152630665	0.1335264683	-0.8163582035	-0.8744326378
Gm26721	15	29	22	15	97	139	128	149	0.186440678	0.1335740072	-0.7294593265	-0.874278045
Tuft1	51	85	99	41	466	366	586	462	0.1634615385	0.1335877863	-0.7865844179	-0.874233247
Insr	749	972	822	473	5815	7722	5459	4234	0.1271330428	0.1336015681	-0.8957415586	-0.8741884443
Gm26538	27	17	21	12	141	131	132	115	0.1617647059	0.1336032389	-0.7911162275	-0.8741830134
Pip5kl1	39	39	19	14	94	112	119	128	0.3786407767	0.1336032389	-0.4217726177	-0.8741830134
Gm45338	4	9	11	16	117	143	131	71	0.05	0.1336633663	-1.3010299957	-0.8739876053
Sdc2	522	1199	821	333	2949	5594	6166	2464	0.2014514807	0.1337195829	-0.695829536	-0.8738049869
Olfr948	1	1	11	4	64	49	45	67	0.017699115	0.1339285714	-1.7520484478	-0.8731267636
Slamf8	22	19	13	15	89	66	75	134	0.264516129	0.1339712919	-0.5775478415	-0.8729882548
Yeats2	242	225	226	117	1122	1216	1386	1174	0.1997433704	0.133984375	-0.6995276263	-0.8729458453
Cables1	251	274	295	159	1685	1844	1792	1596	0.1487673562	0.1340023613	-0.827492355	-0.8728875488
Gypc	65	112	138	46	518	688	918	455	0.1467661692	0.13401311	-0.8333740414	-0.8728527142
Tktl2	5	1	7	6	52	28	44	53	0.075	0.1340206186	-1.1249387366	-0.872828382
Plekhd1os	11	1	5	8	76	56	46	51	0.0909090909	0.1340206186	-1.0413926852	-0.872828382
Gm21496	11	15	15	57	169	211	211	326	0.0684210526	0.1340782123	-1.1648102486	-0.8726417893
Gm21499	13	15	34	14	175	149	211	147	0.0864197531	0.1340782123	-1.0633869789	-0.8726417893
Gm17638	43	39	55	17	279	285	352	185	0.1453900709	0.1340782123	-0.8374652516	-0.8726417893
Smarcc1	263	291	375	196	2225	2191	2318	1939	0.1254528986	0.1341320179	-0.9015193	-0.8724675419
Xrn1	247	323	296	172	1743	1667	1954	1533	0.1671554252	0.1342127904	-0.7768795233	-0.8722060943
Larp4b	511	645	744	371	3856	4369	5168	3135	0.1405471125	0.1342888113	-0.8521780725	-0.8719601705
Cul9	89	89	113	71	662	687	676	694	0.1319495923	0.1343065693	-0.8795919474	-0.8719027441
Aff1	415	811	924	517	4968	6947	6315	4414	0.1028955099	0.1343088825	-0.9876035765	-0.8718952645
Olfr1535	4	1	2	7	71	33	29	38	0.0480769231	0.1343283582	-1.318063335	-0.8718322933
Odf3l2	11	3	5	13	73	46	63	71	0.1176470588	0.1343283582	-0.9294189257	-0.8718322933
Gm15947	11	1	4	5	52	39	33	34	0.1318681319	0.1343283582	-0.8798601463	-0.8718322933
Crybb3	11	11	11	7	56	38	65	69	0.2340425532	0.1343283582	-0.6307051728	-0.8718322933
Plscr2	48	63	43	36	314	584	326	262	0.1236080178	0.1343537415	-0.9079533579	-0.8717502348
Hk2	38	64	93	95	511	473	581	818	0.1036585366	0.1343817012	-0.9843949267	-0.8716598652
Adamts4	11	8	19	15	112	77	136	117	0.1005291005	0.1343873518	-0.9977082032	-0.8716416041
Olfr299	4	2	9	7	51	47	51	68	0.0612244898	0.1344537815	-1.2130748253	-0.8714269787
Gm26785	8	11	9	23	145	121	121	117	0.0714285714	0.1344537815	-1.1461280357	-0.8714269787
Rnf43	461	656	542	231	3158	3797	3131	2618	0.1606038821	0.1344581666	-0.7942439612	-0.8714128147
Aak1	354	468	431	229	2178	2119	2593	2315	0.1912962532	0.1344743276	-0.7182935361	-0.8713606185
Tpcn2	121	141	188	161	1138	1136	1182	1413	0.1152154793	0.1344894027	-0.938489169	-0.8713119352
Chrnd	7	3	11	12	93	74	79	92	0.0598802395	0.134502924	-1.2227164711	-0.8712682744
Fcmr	13	24	19	18	138	114	119	156	0.1468253968	0.1345454545	-0.8331988167	-0.8711309698
Per2	482	683	626	341	5113	6588	3969	3216	0.0995641398	0.1345859429	-1.001897054	-0.8710002984
Atxn11	271	377	369	153	1931	1725	2112	1766	0.1772428884	0.1346054667	-0.7514311812	-0.8709373017
Olfr1181	1	3	6	1	34	21	21	31	0.0727272727	0.1346153846	-1.1383026982	-0.8709053036
Olfr1496	9	3	3	4	35	21	15	37	0.2142857143	0.1346153846	-0.669006781	-0.8709053036
Pnpla7	212	325	162	191	1698	1991	1254	1368	0.1455679046	0.1346300534	-0.8369343695	-0.870857982
Gnb4	45	57	84	54	482	445	544	481	0.1100323625	0.1346341463	-0.9584795624	-0.870844779
Fgd2	23	41	44	64	317	289	381	421	0.1056105611	0.1346633416	-0.9762926502	-0.8707506128
Tmem211c	6	11	6	13	79	49	63	78	0.1328125	0.134751773	-0.8767610483	-0.8704655117
Gna15	29	27	34	45	269	215	272	314	0.1157024793	0.1348122867	-0.9366573346	-0.8702705247
AI427819	15	11	11	13	83	62	63	115	0.1793103448	0.1348314607	-0.7463946543	-0.8702087606
Gm12911	4	14	3	9	39	35	44	45	0.2432432432	0.1348314607	-0.6139592146	-0.8702087606
Btnl2	11	18	19	22	149	134	135	169	0.1024734982	0.1348684211	-0.9893884376	-0.8700897269
Gm15348	2	25	84	27	137	116	557	266	0.1067193676	0.134872418	-0.971756757	-0.8700768564
Atf6	573	725	515	376	2915	3215	3685	2919	0.2117455139	0.1349182314	-0.6741857821	-0.8699293606
Sall1	289	537	618	178	3116	5193	4178	1718	0.099410278	0.1350067843	-1.0025687116	-0.8696444071
Kif24	72	111	111	111	911	824	799	845	0.1054755043	0.1350364964	-0.9768483894	-0.8695488388
Atg7	516	595	614	363	3721	4219	3614	3621	0.1399244332	0.1350380097	-0.8541064435	-0.8695439717
Gm26697	359	533	391	147	2155	3555	2685	1299	0.1562171629	0.1350401606	-0.8062712539	-0.8695370541
Olfr648	1	1	7	3	53	41	39	35	0.0212765957	0.1351351351	-1.6720978579	-0.8692317197
Gm8674	2	2	8	7	44	32	44	67	0.0526315789	0.1351351351	-1.278753601	-0.8692317197
Gm26813	4	3	8	2	53	31	33	41	0.0833333333	0.1351351351	-1.079181246	-0.8692317197
Psmd1	221	217	236	179	1422	1144	1797	1274	0.1706936867	0.1351351351	-0.7677825415	-0.8692317197
Tubg2	19	25	21	19	117	118	155	141	0.1872340426	0.1351351351	-0.7276151858	-0.8692317197
Arntl2	38	99	57	31	297	243	275	376	0.2537037037	0.1351766513	-0.5956731927	-0.8690983164
Ubr5	363	687	495	281	2699	3131	3281	2458	0.180102916	0.1352151943	-0.7444792557	-0.8689745035
Camk2d	695	774	614	412	3292	3141	4194	3392	0.2283538007	0.1352491432	-0.6413917556	-0.8688654776
Atxn2	639	839	937	523	6125	7758	6851	3938	0.1064611395	0.1353230142	-0.9728088896	-0.8686283373
Zfp133-ps	64	84	53	37	343	256	293	372	0.2470784641	0.1353383459	-0.607165107	-0.8685791359
Ttc3	243	243	341	211	1999	1911	2149	1929	0.1242966752	0.1353604708	-0.9055404881	-0.8685081437
Sult1b1	74	151	67	39	531	639	444	339	0.1923076923	0.1353767561	-0.7160033436	-0.8684558968
Gm11618	3	3	5	8	52	45	47	49	0.0618556701	0.1354166667	-1.2086204839	-0.8683278807
Gm12311	3	5	8	5	54	52	41	55	0.0754716981	0.1354166667	-1.1222158783	-0.8683278807
Olfr1412	9	3	8	5	54	35	45	51	0.1348314607	0.1354166667	-0.8702087606	-0.8683278807
Nphp1	89	112	59	58	422	331	382	482	0.2669322709	0.1354166667	-0.5735989188	-0.8683278807
Gm26665	85	143	51	48	381	381	362	369	0.2992125984	0.1354309166	-0.5240201243	-0.8682821824
Fpgs	262	681	955	182	2216	4819	6619	1774	0.1340440654	0.1354700346	-0.872752409	-0.8681567584
Gnptab	81	113	145	63	755	524	696	839	0.1516810008	0.135504886	-0.8190688145	-0.8680450449
Arhgef41	72	119	97	51	435	581	611	481	0.187992126	0.1355311355	-0.7258603407	-0.867960923
Faah	316	419	428	168	2263	3328	3118	1279	0.1314612771	0.1355469638	-0.8812021532	-0.8679102059
BC139771	119	129	188	62	1114	1122	969	875	0.1109123435	0.1355748373	-0.9550201184	-0.867820908
Mgll	1165	1215	1334	651	5686	5955	9172	5469	0.2044497895	0.1355781709	-0.6894133322	-0.8678102295
Cnksr1	5	11	12	12	78	74	86	91	0.1052631579	0.1355932203	-0.9777236053	-0.8677620247
Syce1	12	11	11	13	119	81	85	92	0.115	0.1355932203	-0.9393021596	-0.8677620247
Bsx	6	5	4	12	39	37	42	76	0.1447368421	0.1355932203	-0.8394209071	-0.8677620247
Tmem181c-ps	3	4	3	5	21	25	26	33	0.152173913	0.1355932203	-0.8176597917	-0.8677620247
Parp3	96	117	92	52	361	518	615	447	0.2423208191	0.1355932203	-0.6156092716	-0.8677620247
Olfr431	13	5	3	5	51	22	31	28	0.2465753425	0.1355932203	-0.608050355	-0.8677620247
Gm13119	12	4	3	5	35	21	32	27	0.2857142857	0.1355932203	-0.5440680444	-0.8677620247
Hspa1l	16	18	11	16	141	154	111	88	0.1152542373	0.135678392	-0.9383430989	-0.8674893123
Rubcnl	33	59	71	58	417	374	461	489	0.1163084703	0.1357894737	-0.9343886562	-0.867133895
Spink2	2	8	6	5	47	33	39	42	0.125	0.1358024691	-0.903089987	-0.8670923337
2411114P13Rik	8	14	11	11	76	55	66	96	0.1679389313	0.1358024691	-0.7748486148	-0.8670923337
Xdh	463	795	563	511	3459	4964	3511	4396	0.1493529621	0.1358290123	-0.8257861596	-0.8670074574
Gm16796	21	52	48	36	314	412	353	265	0.1005509642	0.1359223301	-0.9976137606	-0.866709189
Ilf3	193	117	121	59	1114	632	689	634	0.1775486827	0.1360544218	-0.7506825455	-0.8662873391
Phlpp1	519	958	618	319	4127	4339	3711	3175	0.1744625561	0.136073192	-0.7582977688	-0.8662274275
Copg2	132	122	178	128	1148	962	1132	1115	0.1203791469	0.1361815754	-0.9194487387	-0.8658816459
Nudt19	217	276	214	129	1771	1843	1366	1152	0.1364139458	0.1362192216	-0.8651412289	-0.8657616057
Postn	17	38	27	35	286	196	211	244	0.1141078838	0.1362637363	-0.9426843487	-0.8656197072
Pnma2	9	1	13	11	93	71	77	99	0.0609756098	0.1363636364	-1.214843848	-0.8653014261
Cib3	5	7	8	13	111	78	71	83	0.0634920635	0.1363636364	-1.1972805581	-0.8653014261
Krt25	6	6	6	9	66	37	47	63	0.1165048544	0.1363636364	-0.9336559787	-0.8653014261
Nhlh1	3	7	7	5	45	33	37	51	0.1282051282	0.1363636364	-0.8920946027	-0.8653014261
1711181H14Rik	8	7	11	4	57	46	59	51	0.145631068	0.1363636364	-0.8367459656	-0.8653014261
Nudcd3	165	232	211	146	1186	1342	1365	1253	0.1570411392	0.1363636364	-0.8039865628	-0.8653014261
Usp17la	8	1	5	7	33	19	37	51	0.1730769231	0.1363636364	-0.7617608342	-0.8653014261
1711192C17Rik	11	2	6	6	48	27	51	37	0.1733333333	0.1363636364	-0.7611179111	-0.8653014261
Calhm3	11	14	4	8	23	29	45	43	0.4807692308	0.1363636364	-0.318063335	-0.8653014261
Cstf3	386	311	224	197	1838	1874	1775	1311	0.1877693966	0.1364225535	-0.7263751894	-0.8651138259
Chaf1b	38	48	27	31	263	173	192	233	0.1972477064	0.1364705882	-0.704988038	-0.8649609365
Oip5	11	21	12	25	158	198	145	126	0.0898876404	0.1365313653	-1.0463000197	-0.8647675668
Raph1	527	812	649	435	5173	5275	4219	3717	0.1281584992	0.1365927419	-0.8922525869	-0.8645723769
Pdik1l	92	153	159	112	974	1155	1271	712	0.1150775012	0.1366616238	-0.9390095771	-0.8643534233
Dmrta2	2	2	11	5	71	32	53	64	0.0388349515	0.1367521368	-1.4107772334	-0.8640658791
Gm5615	2	5	7	9	74	47	48	69	0.0578512397	0.1367521368	-1.2376873303	-0.8640658791
BE692117	11	14	25	36	179	191	161	285	0.0675675676	0.1367713004	-1.1702617154	-0.8640050237
Arhgap33	14	14	31	14	175	134	158	171	0.0906148867	0.1367781155	-1.0428004481	-0.8639833842
Gm29477	18	14	12	17	117	84	97	115	0.1592039801	0.1367924528	-0.7980460791	-0.863937863
Olfr768	5	9	8	5	71	44	33	62	0.1217391304	0.1368421053	-0.9145698047	-0.863780253
Gm11845	5	5	6	7	34	36	33	62	0.1428571429	0.1368421053	-0.84509804	-0.863780253
C1qtnf9	26	27	21	18	139	147	138	147	0.1853146853	0.1368421053	-0.7320901635	-0.863780253
Med24	65	82	86	61	431	427	589	485	0.1713286713	0.1368715084	-0.7661699531	-0.8636869466
Abcg1	111	182	213	157	1189	1161	1371	1332	0.1246808511	0.1368849427	-0.9042002419	-0.8636443216
Cfap157	11	9	7	16	69	81	77	91	0.1333333333	0.1369047619	-0.8750612634	-0.8635814457
Ppfibp2	561	1191	742	478	4213	4615	4717	4192	0.1984594472	0.1369401729	-0.7023282227	-0.8634691283
Itpr3	75	98	121	112	746	711	756	945	0.1187371311	0.1369782481	-0.9254134486	-0.8633483926
Prss57	7	2	8	12	98	77	65	81	0.0514285714	0.1369863014	-1.2887955392	-0.8633228601
Nup214	215	317	262	165	1538	1636	1621	1496	0.1676118463	0.1369906962	-0.7756952901	-0.8633089273
Hlf	278	521	661	161	4488	6298	3887	2111	0.0740775079	0.1370456819	-1.1303136366	-0.8631346439
Psmc2	114	139	126	76	933	918	861	612	0.1366828741	0.1371350984	-0.8642858976	-0.8628513774
Lyrm4	227	321	271	144	1629	1776	1414	1611	0.1609397944	0.1371900826	-0.7933365578	-0.8626772823
Olfr1156	4	1	3	4	52	19	23	28	0.0704225352	0.137254902	-1.1522883444	-0.8624721361
Rpl37rt	38	41	41	22	241	395	263	196	0.1242138365	0.137254902	-0.9058300244	-0.8624721361
Il1rap	824	1258	836	556	6786	11489	5153	4987	0.1139261286	0.1372781065	-0.9433766605	-0.8623987197
Hs6st1	1145	1744	1223	833	7658	11568	8561	6411	0.1502652658	0.1373230029	-0.8231413961	-0.8622567081
Gm13118	44	58	45	37	268	357	375	222	0.1632	0.1373534338	-0.7872798456	-0.8621604787
Gm15911	11	8	7	11	64	64	72	59	0.1484375	0.1374045802	-0.8284563687	-0.8619987906
RP23-366E4.6	71	61	61	33	234	293	568	116	0.2504743833	0.1374269006	-0.601236684	-0.8619282481
Dennd2d	28	52	118	71	391	569	819	556	0.0833333333	0.1374545455	-1.079181246	-0.861840894
Gm16249	4	4	3	8	41	21	38	42	0.1290322581	0.1375	-0.8893017025	-0.8616973018
Gm26637	43	94	73	41	428	538	495	334	0.1418219462	0.1375150784	-0.8482565593	-0.8616496792
Gm42731	3	6	14	12	115	97	97	92	0.0424528302	0.1375661376	-1.3720933515	-0.8614884562
Gm26741	41	63	56	119	623	496	599	673	0.0929401251	0.1375786164	-1.0317967472	-0.8614490626
Shoc2	172	296	287	161	1648	1767	1941	1313	0.1370424597	0.1376767056	-0.8631448549	-0.8611395346
Stmn3	16	4	13	18	91	91	114	111	0.1098901099	0.1377777778	-0.9590413923	-0.8608208243
C5ar1	23	22	29	34	216	164	218	239	0.1184210526	0.1378555799	-0.9265710828	-0.8605756506
Stil	38	61	52	31	293	259	254	348	0.1793478261	0.1378737542	-0.7463038831	-0.8605183989
Gm43169	11	7	34	34	274	212	229	264	0.037037037	0.1379310345	-1.4313637642	-0.8603380066
Olfr1185-ps1	2	3	6	6	69	46	28	59	0.0434782609	0.1379310345	-1.361727836	-0.8603380066
Gm11471	1	2	2	2	29	21	6	23	0.06	0.1379310345	-1.2218487496	-0.8603380066
Olfr1499	2	2	7	5	27	17	33	54	0.0909090909	0.1379310345	-1.0413926852	-0.8603380066
Fcgr1	18	11	33	27	151	136	244	191	0.1010452962	0.1379310345	-0.9954838988	-0.8603380066
Olfr151	5	4	1	11	59	22	34	53	0.1111111111	0.1379310345	-0.9542425094	-0.8603380066
Syt3	19	34	31	13	135	133	171	148	0.197761194	0.1379310345	-0.7038589244	-0.8603380066
Gm18359	8	4	7	1	33	24	29	29	0.2105263158	0.1379310345	-0.6766936096	-0.8603380066
Olfr1414	11	11	5	7	57	46	45	42	0.213592233	0.1379310345	-0.6704145439	-0.8603380066
Ctsm	11	5	4	8	25	48	44	43	0.2191780822	0.1379310345	-0.6592028775	-0.8603380066
Aox1	137	216	566	215	1619	1612	3423	2235	0.1092541009	0.1380346412	-0.9615622526	-0.8600119092
Gm21441	72	154	146	72	1173	1523	841	738	0.0838278932	0.1380620646	-1.0766114487	-0.8599256364
Gm26826	22	31	36	26	199	319	266	183	0.1023166023	0.1380846325	-0.9900538901	-0.8598546515
Slc35c1	48	44	116	47	562	664	831	349	0.075040783	0.1381355932	-1.1247026428	-0.8596944029
A731198A19Rik	5	2	6	11	89	71	52	71	0.04375	0.1382113821	-1.3590219426	-0.8594561901
Olfr71	11	3	6	11	66	41	46	77	0.1308411215	0.1382113821	-0.883255742	-0.8594561901
Slc36a1	111	114	114	79	798	833	734	662	0.1379521766	0.138252149	-0.8602714429	-0.8593281093
Prl	4	4	6	7	69	46	43	51	0.0695652174	0.1382978723	-1.1576078534	-0.8591845013
BC135947	11	8	22	17	119	83	153	129	0.0940594059	0.1382978723	-1.0265977685	-0.8591845013
Rfc1	121	143	144	111	915	873	956	887	0.1476510067	0.1383613673	-0.8307635876	-0.8589851548
D731111G18Rik	4	4	11	11	76	61	86	73	0.0583941606	0.1383647799	-1.2336305802	-0.8589744435
Jam2	64	154	161	72	985	1118	855	828	0.103661436	0.1384432561	-0.9843827791	-0.8587281949
Gm44588	3	3	7	11	91	58	67	63	0.0402684564	0.1384615385	-1.395035018	-0.8586708472
Lyzl6	7	5	7	11	77	53	61	69	0.0923076923	0.1384615385	-1.0347621063	-0.8586708472
Glod4	239	229	243	128	1436	1521	1516	1161	0.1582685154	0.1385879716	-0.8006054715	-0.8582744616
Ackr2	57	79	41	52	236	575	478	193	0.1676942047	0.1385991058	-0.7754819458	-0.8582395716
Trmt2b	77	92	61	37	431	446	366	341	0.1927023945	0.1386138614	-0.7151128888	-0.8581933381
Rnasel	46	34	46	39	249	212	257	356	0.1735357918	0.1386623165	-0.7606109384	-0.8580415488
Klhl41	5	1	11	8	65	61	66	71	0.0476190476	0.1386861314	-1.3222192947	-0.8579669662
Sele	3	7	12	7	83	73	68	69	0.0641025641	0.1386861314	-1.1931245984	-0.8579669662
Aco2	394	526	468	281	2378	3761	3283	2115	0.149861541	0.1387550945	-0.824309806	-0.8577510625
Smo	68	115	83	46	531	471	443	486	0.1826347305	0.1388589882	-0.7384166318	-0.8574260037
Dap	468	934	1147	569	3161	7512	7815	4541	0.1313595053	0.1388798964	-0.8815384958	-0.8573606161
Olfr749	1	3	4	11	61	42	41	67	0.0388349515	0.1388888889	-1.4107772334	-0.8573324964
Slitrk6	4	1	5	5	61	26	37	35	0.0574712644	0.1388888889	-1.2405492483	-0.8573324964
4931478P22Rik	11	1	4	11	57	59	34	74	0.1034482759	0.1388888889	-0.9852767432	-0.8573324964
4931428O21Rik	6	4	4	6	55	41	33	39	0.1041666667	0.1388888889	-0.982271233	-0.8573324964
Angptl2	34	82	91	55	525	451	535	516	0.118852459	0.1389153187	-0.9249918284	-0.8572498602
Chrnb1	47	26	47	61	297	299	455	322	0.1224832215	0.138996139	-0.9119233996	-0.8569972633
Gldc	338	612	1161	274	878	2249	8825	1495	0.3038055644	0.1390503876	-0.517404276	-0.8568277962
Wfdc9	7	11	2	14	49	49	47	68	0.1836734694	0.1391304348	-0.7359535706	-0.8565778577
Khk	641	925	961	541	6389	5281	7673	3115	0.1341902314	0.1392287727	-0.8722790983	-0.8562710051
Mfsd4b2	15	17	6	5	56	16	27	52	0.4444444444	0.1392405063	-0.3521825181	-0.8562344061
Tigit	8	5	5	34	146	87	119	161	0.0557939914	0.1392857143	-1.2534125687	-0.8560934243
Gm15688	18	1	6	11	53	63	55	67	0.1637931034	0.1393442623	-0.7857043883	-0.8559109093
A931112L18Rik	27	51	34	17	173	228	215	151	0.1945137157	0.1393442623	-0.7110497699	-0.8559109093
Hmgb1	291	322	418	267	2688	3311	2743	2172	0.1021836973	0.1393692777	-0.9906183874	-0.8558329507
Kif13b	584	764	766	313	2818	3577	4625	3117	0.2107896794	0.1393696719	-0.6761506566	-0.8558317223
Hivep2	521	717	551	363	3364	3616	3391	3167	0.1773638968	0.1393717597	-0.7511347779	-0.8558252166
Serpinf1	115	313	161	69	714	1367	1188	462	0.2056703508	0.1393939394	-0.6868283112	-0.8557561082
Lace1	274	347	327	171	2111	1968	1741	1831	0.1522431969	0.1394176932	-0.8174621051	-0.8556821075
Scarf2	38	34	38	21	159	165	211	212	0.2222222222	0.1394799054	-0.6532125138	-0.8554883557
Cers6	855	1572	1115	656	6517	7749	7798	4896	0.1701247722	0.1395147314	-0.7692324434	-0.8553799328
RP23-288B18.2	163	342	311	155	1348	2531	2115	1225	0.1301881928	0.1395209581	-0.8854284015	-0.8553605501
Kremen1	85	119	141	98	732	764	917	796	0.1363636364	0.1395213076	-0.8653014261	-0.855359462
Shisa3	7	4	34	14	163	113	156	188	0.0398550725	0.1395348837	-1.3995163969	-0.8553172052
4931488B22Rik	5	4	7	11	55	31	45	84	0.1046511628	0.1395348837	-0.9802559418	-0.8553172052
Gm11683	4	11	1	11	53	16	43	43	0.2173913043	0.1395348837	-0.6627578317	-0.8553172052
Ergic1	218	264	577	268	1715	1858	4133	1921	0.1349006437	0.1395771391	-0.869985978	-0.8551857077
Ctsa	118	164	138	75	651	959	798	728	0.1751552795	0.1395806029	-0.7565767677	-0.8551749302
Rtel1	111	147	118	76	651	723	715	674	0.1877729258	0.1396688265	-0.7263670268	-0.8549005158
Lrp8os3	12	17	6	13	94	68	51	85	0.1790123457	0.1397058824	-0.7471170166	-0.8547853074
Sap131	216	321	353	193	2159	2532	2186	1722	0.1144745257	0.1397134084	-0.9412911472	-0.8547619123
Gm11421	5	4	7	6	51	51	41	52	0.0882352941	0.1397849462	-1.0543576623	-0.8545395962
Dnajc13	231	346	326	244	2124	1957	2135	1941	0.141386915	0.1398429833	-0.8495907816	-0.8543593197
Npm2	6	9	9	11	67	47	59	84	0.1315789474	0.1398601399	-0.8808135923	-0.8543060418
Fam129c	35	35	11	16	86	92	112	81	0.393258427	0.1398963731	-0.4053219623	-0.8541935448
Tmem164	126	199	216	129	1187	1147	1212	1254	0.1392459297	0.1399026764	-0.8562174907	-0.8541739772
Msx2	12	1	6	8	81	41	52	48	0.106557377	0.14	-0.9724164784	-0.8538719643
Bpifa1	7	3	7	7	46	46	39	61	0.1086956522	0.14	-0.9637878273	-0.8538719643
Kcnk16	6	4	7	7	43	46	44	56	0.1123595506	0.14	-0.9493900066	-0.8538719643
Gm15231	3	4	5	2	24	28	23	27	0.1346153846	0.14	-0.8709053036	-0.8538719643
Tmc7	77	393	167	65	787	1999	998	659	0.1687006461	0.14001207	-0.7728832542	-0.8538345235
Sema4g	179	351	421	158	1513	2591	2949	1184	0.1291423002	0.1400919429	-0.8889314825	-0.8535868416
RP23-438P19.12	5	8	4	11	42	64	48	59	0.1226415094	0.1401869159	-0.911362513	-0.8532925186
Yap1	449	522	383	234	2612	2738	2687	1711	0.1814953271	0.1402910414	-0.7411345521	-0.852970061
Tfpi2	34	62	111	39	433	517	727	342	0.1010526316	0.1403180543	-0.9954523722	-0.8528864462
Prl2c5	4	5	3	5	39	25	26	31	0.140625	0.1403508772	-0.8519374645	-0.8527848687
Olfr1123	4	3	6	2	36	13	26	31	0.1428571429	0.1403508772	-0.84509804	-0.8527848687
